Loan no,Dependents,Graduate,Self_employed,bnf_income,co_bnf_income,loan_amt,loan_term,cred_hist,property_worth,property_area,loan_status
7834,1,0,1,14776,4250,19000,180,0,80000,0,0
7835,0,0,1,1680,7381,31000,60,1,137000,1,1
7836,0,1,1,18603,2068,125000,240,1,180000,1,1
7837,0,1,1,12411,17552,39000,120,1,384000,1,1
7838,0,0,1,18798,8247,13000,240,1,346000,1,1
7839,0,0,1,14726,12368,66000,60,0,238000,0,0
7840,4,0,0,2666,1116,34000,60,0,486000,2,0
7841,1,0,0,102,7423,67000,240,1,187000,1,1
7842,2,1,0,4444,15924,14000,180,1,63000,2,1
7843,5,1,0,6757,5846,99000,240,0,435000,0,0
7844,4,0,1,3550,6982,65000,240,1,430000,0,0
7845,0,0,1,2556,12403,124000,180,0,149000,2,1
7846,2,1,1,10632,15290,71000,180,0,265000,2,1
7847,2,1,0,3136,4491,133000,240,1,309000,0,1
7848,0,0,0,754,7990,96000,120,0,301000,1,0
7849,3,0,1,9345,6044,100000,60,0,388000,0,0
7850,4,1,0,8988,18633,34000,60,1,179000,0,0
7851,5,1,1,1935,12646,6000,60,0,174000,2,1
7852,0,0,0,8178,582,148000,60,0,176000,2,1
7853,3,1,0,8704,186,43000,120,0,18000,0,0
7854,3,1,0,9226,2547,133000,240,1,144000,0,0
7855,0,0,0,12624,7954,34000,180,1,185000,1,1
7856,3,0,0,12623,8737,131000,60,1,267000,1,0
7857,1,0,1,5096,6371,138000,120,0,111000,0,0
7858,1,1,1,1378,10142,20000,120,1,61000,1,1
7859,0,1,0,8225,14704,96000,240,1,154000,1,1
7860,4,1,0,7007,17897,48000,60,0,51000,2,0
7861,2,1,1,3818,8353,78000,120,0,487000,1,1
7862,2,1,1,5981,19269,123000,60,0,171000,2,1
7863,5,1,1,8360,2739,27000,240,0,158000,2,1
7864,2,1,1,8122,19185,84000,120,1,345000,1,1
7865,2,0,1,7389,2321,10000,180,1,485000,0,1
7866,2,1,0,11734,1848,37000,180,0,458000,1,1
7867,1,1,1,5131,67,120000,240,0,321000,2,1
7868,5,1,0,16350,17060,14000,240,1,161000,2,1
7869,0,1,0,4954,8677,108000,60,0,93000,1,1
7870,4,0,1,17260,11351,100000,60,0,123000,1,0
7871,5,1,0,8824,19962,56000,180,0,67000,1,0
7872,3,1,1,6700,12349,60000,240,1,440000,0,1
7873,3,1,1,11328,7682,93000,240,0,35000,2,1
7874,4,1,0,8034,6491,149000,180,1,411000,0,0
7875,3,0,0,1982,16234,99000,180,0,61000,2,0
7876,4,1,0,7786,16396,140000,240,0,98000,1,0
7877,1,1,0,11825,6659,22000,120,1,394000,1,1
7878,2,0,0,6335,10734,24000,120,0,78000,1,0
7879,4,0,0,4370,9589,101000,240,0,235000,1,0
7880,0,0,0,6591,7831,24000,240,1,453000,0,1
7881,1,0,0,9492,9364,8000,120,1,430000,1,1
7882,0,1,1,3598,5869,136000,120,1,270000,1,1
7883,4,1,0,7563,1715,70000,240,1,372000,0,0
7884,1,1,1,2874,3830,5000,60,1,191000,0,1
7885,0,0,0,10897,7544,18000,240,0,482000,2,1
7886,5,0,0,18558,1421,3000,180,0,321000,2,0
7887,1,0,1,8550,13680,139000,180,1,259000,2,1
7888,5,1,1,3819,10614,37000,60,1,456000,0,1
7889,4,0,0,16024,9572,57000,240,1,427000,0,0
7890,2,0,1,5027,5780,18000,60,1,62000,2,1
7891,2,1,0,3139,8204,132000,120,1,74000,1,1
7892,1,0,0,6631,2904,144000,240,0,146000,2,1
7893,1,1,0,12250,5730,92000,180,1,127000,1,1
7894,3,1,0,5460,7195,146000,60,1,200000,2,1
7895,1,1,0,7750,19641,54000,120,1,186000,2,1
7896,1,1,1,19688,18767,132000,120,1,479000,0,1
7897,0,0,1,5198,10127,17000,120,0,119000,1,1
7898,2,1,1,5227,339,59000,60,0,85000,0,1
7899,4,1,0,12087,1056,57000,180,0,364000,0,0
7900,5,0,1,2251,9413,28000,180,0,327000,2,0
7901,4,0,0,909,3549,109000,60,0,289000,1,0
7902,3,0,1,8840,13788,56000,120,0,161000,1,0
7903,1,1,0,12514,16860,122000,60,1,451000,2,1
7904,1,1,1,4881,12855,65000,180,1,343000,0,1
7905,5,0,0,13814,3569,121000,180,1,414000,2,1
7906,1,1,0,18574,10319,51000,240,1,277000,1,1
7907,2,1,0,3992,12541,68000,180,0,420000,1,1
7908,1,0,1,19039,10196,86000,120,1,239000,1,1
7909,2,0,1,8172,11750,141000,180,1,334000,1,1
7910,4,0,0,1028,7670,82000,240,0,369000,1,0
7911,5,1,1,8876,15495,99000,60,1,436000,1,1
7912,3,0,0,7390,7490,117000,240,1,17000,2,1
7913,2,1,0,14227,4712,130000,240,1,179000,0,1
7914,4,0,0,8406,1935,26000,60,0,498000,1,0
7915,2,0,1,11511,11248,142000,120,1,449000,0,1
7916,4,0,1,5436,3608,83000,180,1,168000,2,1
7917,5,0,0,14006,7834,68000,60,0,242000,2,0
7918,0,0,0,3889,18221,51000,120,1,384000,1,1
7919,3,1,0,15221,1414,76000,120,1,105000,1,1
7920,2,1,0,14473,7973,88000,240,0,26000,0,0
7921,1,0,1,16740,7281,107000,240,0,322000,1,1
7922,3,0,0,7723,5623,33000,120,0,208000,2,0
7923,1,1,1,3397,8103,145000,60,1,370000,0,1
7924,1,1,1,11418,1704,17000,120,1,462000,2,1
7925,5,1,1,78,4214,70000,240,1,91000,1,1
7926,5,0,0,10776,5446,14000,240,0,71000,2,0
7927,2,1,0,6381,3910,81000,180,0,25000,1,1
7928,5,0,1,18889,9078,78000,180,0,162000,1,0
7929,0,1,1,8171,2696,116000,120,1,400000,0,1
7930,5,0,1,12214,8843,149000,120,0,218000,2,0
7931,5,0,0,5203,9613,72000,240,1,287000,1,0
7932,4,1,1,7059,5176,121000,60,0,246000,1,0
7933,3,0,1,19380,6552,145000,240,0,33000,0,0
7934,4,1,0,3394,455,13000,240,0,153000,2,0
7935,3,1,0,4965,16181,136000,180,1,34000,0,0
7936,5,1,0,6393,17226,44000,60,1,236000,2,1
7937,1,0,1,1481,555,100000,120,0,169000,0,0
7938,2,0,1,17121,4241,34000,180,0,128000,2,1
7939,3,0,1,6770,8976,66000,120,1,241000,0,0
7940,2,1,0,19391,7677,146000,240,0,366000,1,1
7941,2,1,0,330,1468,96000,120,1,437000,0,1
7942,5,0,0,6968,4244,70000,60,1,112000,1,0
7943,2,1,0,5455,15808,46000,180,1,179500,0,1
7944,4,1,1,5360,3733,37000,120,0,247000,0,0
7945,1,1,1,8798,18039,146000,120,0,496000,0,1
7946,4,0,1,1332,2446,146000,60,0,311000,0,0
7947,0,1,0,19091,3165,40000,180,0,385000,0,0
7948,0,1,0,3736,19692,6000,180,0,366000,0,0
7949,2,1,0,18096,6399,89000,180,0,245000,0,0
7950,5,1,0,8803,13266,66000,120,0,216000,0,0
7951,4,0,0,11068,19698,109000,120,0,58000,1,0
7952,2,0,1,10889,12525,57000,120,0,405000,1,1
7953,5,0,0,9356,392,41000,180,0,136000,2,0
7954,1,1,0,11480,14695,19000,240,0,392000,0,0
7955,5,1,1,9480,2337,66000,120,0,197000,1,0
7956,0,0,0,567,1786,5000,240,1,471000,2,1
7957,3,0,1,11463,9630,34000,240,1,305000,0,0
7958,1,0,1,11307,2055,80000,120,0,184000,2,1
7959,2,0,1,6780,4571,119000,120,0,258000,2,1
7960,5,1,1,1660,2311,56000,120,0,71000,1,0
7961,0,0,1,2516,6941,108000,120,1,380000,0,1
7962,1,0,0,503,11168,77000,180,0,192000,2,1
7963,2,0,0,9056,15848,8000,120,1,261000,0,1
7964,3,0,0,6837,5084,6000,180,0,67000,2,0
7965,4,1,1,8624,150,64000,120,0,427000,2,1
7966,0,0,0,19931,12631,87000,60,0,209000,0,0
7967,0,1,0,5568,14661,126000,120,0,77000,1,1
7968,2,0,0,12962,18135,27000,180,0,6000,0,0
7969,1,1,1,11863,496,147000,240,0,331000,0,1
7970,3,1,1,8345,7008,76000,240,1,12000,2,1
7971,3,1,0,13453,8897,130000,180,0,410000,2,0
7972,4,0,1,1770,4519,52000,120,0,338000,2,0
7973,5,0,1,7884,9829,16000,60,1,324000,0,0
7974,1,0,1,1722,11143,134000,240,0,365000,0,0
7975,3,0,0,4826,14976,29000,240,1,436000,0,0
7976,0,0,1,4628,15250,92000,240,0,242000,1,1
7977,2,1,1,7606,11681,85000,180,0,356000,0,1
7978,5,0,0,5608,1098,73000,180,1,469000,1,0
7979,0,1,0,10304,8536,149000,180,0,9000,2,1
7980,1,0,1,13103,2704,16000,120,0,125000,0,0
7981,1,1,1,6845,1127,104000,60,0,55000,2,1
7982,2,0,0,2194,3260,93000,240,1,121000,1,1
7983,1,1,0,19835,13462,140000,60,1,303000,2,1
7984,3,1,1,1292,10670,80000,180,1,441000,1,1
7985,1,1,1,12369,11723,69000,120,0,290000,2,1
7986,5,0,0,10860,12708,50000,240,0,353000,2,0
7987,1,1,1,14410,9690,25000,180,1,363000,0,1
7988,1,0,0,6271,14253,14000,120,0,494000,0,0
7989,2,0,1,1411,7577,123000,60,1,48000,2,1
7990,4,0,0,5580,6972,78000,60,0,285000,1,0
7991,5,1,0,9555,14262,33000,60,0,16000,2,0
7992,5,0,1,7553,5344,2000,60,0,33000,1,0
7993,4,1,0,5290,15084,29000,180,1,191000,2,1
7994,3,1,1,19822,3667,126000,60,1,263000,1,1
7995,3,0,0,6300,11795,107000,120,1,270000,0,0
7996,5,0,0,19569,7953,18000,60,1,321000,1,0
7997,3,0,1,13280,8728,52000,180,0,33000,0,0
7998,3,1,1,1073,4139,126000,60,1,291000,2,1
7999,2,1,0,13491,5421,33000,120,1,223000,2,1
8000,4,1,0,1006,4636,64000,60,0,425000,0,0
8001,2,1,1,11650,1633,143000,120,0,245000,0,1
8002,1,0,0,7768,13756,57000,60,0,398000,0,0
8003,4,1,0,3560,6514,33000,60,1,390000,2,1
8004,3,0,1,1022,7251,131000,60,0,435000,1,0
8005,0,0,1,6803,3393,115000,120,1,229000,1,1
8006,1,0,1,4778,13743,100000,120,0,31000,2,1
8007,2,0,1,10253,13831,88000,120,1,294000,1,1
8008,3,1,1,171,6040,8000,60,0,254000,2,1
8009,5,0,1,8666,6054,8000,120,0,315000,0,0
8010,3,0,1,19155,739,98000,120,1,153000,0,0
8011,0,1,0,8765,14819,122000,180,0,32000,2,1
8012,3,0,1,14176,12422,19000,120,1,170000,1,1
8013,2,1,0,13087,10130,7000,240,0,157000,0,0
8014,0,1,1,7648,15756,1000,60,1,215000,0,1
8015,5,1,0,7186,4017,120000,240,0,406000,0,0
8016,2,0,1,4752,19657,101000,60,1,99000,1,1
8017,5,0,1,7890,2170,82000,240,0,355000,2,0
8018,3,1,1,7878,4687,27000,180,0,483000,0,0
8019,5,0,1,18669,12562,37000,60,0,329000,0,0
8020,3,0,0,7728,6593,78000,120,1,198000,0,0
8021,4,1,0,12388,3879,140000,120,0,281000,2,0
8022,4,1,0,1276,2695,63000,120,0,8000,2,0
8023,0,0,0,11698,2009,133000,240,0,112000,2,1
8024,1,1,1,19737,3139,133000,240,1,456000,2,1
8025,2,1,1,8236,14039,117000,60,1,118000,1,1
8026,0,1,1,5212,2915,79000,180,0,35000,0,1
8027,2,1,0,3209,14798,131000,60,1,22000,2,1
8028,0,0,0,6855,8984,87000,240,1,424000,2,1
8029,5,1,0,8836,285,27000,180,1,454000,2,1
8030,0,1,0,13062,1798,92000,60,1,242000,2,1
8031,2,0,0,2591,12428,116000,240,0,464000,1,0
8032,3,1,1,10556,14940,50000,240,1,149000,0,1
8033,0,1,1,11145,285,68000,60,0,441000,2,1
8034,0,0,1,5598,10469,24000,120,1,100000,0,1
8035,4,1,0,226,17954,15000,120,0,333000,2,0
8036,5,0,1,17309,11551,127000,240,0,285000,1,0
8037,5,0,0,9438,10641,73000,240,0,274000,2,0
8038,0,0,1,937,8268,115000,120,0,471000,2,1
8039,3,1,0,12457,9589,107000,60,1,353000,2,1
8040,4,1,0,8883,2024,95000,120,1,152000,1,1
8041,3,1,0,6378,9031,25000,120,0,385000,0,0
8042,1,1,0,5203,2298,97000,240,1,426000,2,1
8043,3,0,0,16170,317,43000,180,1,50000,0,0
8044,1,0,0,16748,19469,109000,180,1,339000,1,1
8045,5,0,1,501,11296,40000,240,1,114000,0,0
8046,1,1,1,6828,7457,66000,240,0,339000,1,1
8047,4,1,0,2401,3524,114000,240,1,321000,0,0
8048,3,1,1,16728,349,20000,240,1,226000,0,1
8049,3,1,0,8879,1779,84000,60,0,19000,2,0
8050,1,1,1,2631,17575,90000,60,1,326000,2,1
8051,5,1,1,816,9738,148000,60,1,134000,2,1
8052,2,0,1,4364,2678,119000,180,1,439000,0,1
8053,3,0,0,13866,16904,58000,180,1,14000,0,0
8054,2,1,1,16921,6407,135000,60,0,332000,1,1
8055,0,1,1,6586,13219,82000,180,1,480000,0,1
8056,2,0,1,10530,4271,2000,240,1,400000,1,1
8057,2,1,0,15642,1566,42000,120,1,96000,1,1
8058,4,0,0,6400,5264,54000,180,1,461000,0,0
8059,1,1,0,15206,16887,92000,240,1,2000,0,1
8060,0,0,1,6679,19759,31000,180,0,176000,1,1
8061,0,1,0,19932,19205,89000,60,0,251000,0,0
8062,2,0,0,11290,12197,121000,240,0,290000,2,1
8063,3,1,0,10338,1570,97000,180,0,213000,1,0
8064,1,0,0,12492,5332,34000,180,0,218000,2,1
8065,4,0,1,11500,228,8000,120,0,301000,2,0
8066,0,1,1,4585,6748,5000,120,1,88000,2,1
8067,0,1,0,2974,4658,82000,180,0,471000,0,0
8068,1,0,1,12710,3949,54000,180,1,401000,0,1
8069,4,0,1,11758,10900,37000,120,1,427000,2,1
8070,2,1,0,2454,1791,72000,60,1,87000,1,1
8071,4,1,0,14701,10315,127000,180,1,466000,0,0
8072,4,0,0,5742,12736,148000,240,0,187000,2,0
8073,0,1,0,5990,8259,48000,120,0,159000,1,1
8074,5,0,1,1674,1390,144000,120,1,432000,0,0
8075,0,0,0,8903,19718,99000,180,1,275000,2,1
8076,0,0,1,14225,3622,125000,180,1,394000,1,1
8077,4,1,0,9152,4434,30000,60,0,142000,0,0
8078,5,1,1,3319,11451,8000,120,0,340000,1,0
8079,2,1,1,11145,525,72000,120,1,383000,1,1
8080,3,1,1,9057,9994,146000,240,1,250000,1,1
8081,0,1,1,2985,9752,35000,240,0,123000,2,1
8082,2,1,1,4365,1932,127000,120,0,239000,2,1
8083,5,0,1,15795,16385,60000,240,1,202000,1,1
8084,0,0,1,8146,4461,22000,60,0,385000,2,1
8085,2,1,1,15539,6941,66000,120,0,441000,2,1
8086,0,0,1,1893,6141,64000,120,1,389000,1,1
8087,1,1,1,18442,4149,93000,180,1,131000,0,1
8088,1,0,1,10334,6468,125000,120,0,41000,2,1
8089,1,1,1,6485,19039,38000,240,0,409000,2,1
8090,1,0,0,3962,14523,68000,240,0,448000,1,0
8091,5,0,0,1332,8176,130000,120,0,113000,0,0
8092,0,0,1,642,2712,149000,60,1,226000,1,1
8093,4,1,0,2057,7952,22000,60,1,26000,0,0
8094,3,0,1,9227,16618,26000,60,1,280000,0,0
8095,0,0,0,5054,16815,86000,60,1,461000,2,1
8096,5,0,1,6846,14022,46000,180,0,485000,0,0
8097,3,0,0,3020,17782,26000,60,1,52000,2,1
8098,4,1,0,14939,1344,49000,240,1,445000,1,1
8099,5,1,0,9401,2752,107000,60,1,189000,2,1
8100,4,0,1,12921,5661,39000,240,1,142000,2,1
8101,5,1,1,13345,12650,54000,240,0,74000,2,1
8102,3,0,0,19665,8839,63000,120,1,205000,0,0
8103,3,0,1,7705,456,99000,240,0,70000,0,0
8104,3,0,1,9339,11330,25000,60,1,459000,2,1
8105,3,1,0,1903,11610,106000,60,1,344000,2,1
8106,3,1,0,11800,4479,116000,120,0,4000,1,0
8107,1,0,0,8661,4094,72000,180,0,303000,1,0
8108,2,0,0,16401,1039,91000,180,1,407000,2,1
8109,2,0,0,2718,11271,54000,180,1,73000,0,1
8110,5,1,0,11551,6138,104000,240,1,290000,2,1
8111,0,1,1,4393,5486,128000,120,1,45000,0,1
8112,1,1,1,9964,2224,118000,240,0,287000,2,1
8113,3,1,0,3166,17832,90000,180,1,317000,2,1
8114,0,1,1,410,11934,75000,180,1,265000,2,1
8115,5,0,1,14935,11287,134000,180,1,109000,1,1
8116,5,0,1,5731,8581,76000,240,0,124000,2,0
8117,5,1,1,5185,10661,135000,60,1,108000,2,1
8118,0,1,1,255,6311,87000,120,0,428000,0,1
8119,4,0,1,642,7438,46000,240,0,229000,0,0
8120,2,0,0,4236,11075,138000,120,0,172000,1,0
8121,1,1,1,3356,4220,77000,120,0,190000,0,1
8122,2,0,0,9323,12579,88000,60,0,448000,1,0
8123,3,1,0,9777,7928,41000,60,1,411000,0,0
8124,4,1,0,1191,2194,108000,240,1,141000,2,1
8125,0,1,1,7081,3679,145000,240,0,341000,2,1
8126,5,0,1,9499,7188,23000,180,1,403000,0,0
8127,2,1,1,4210,11283,91000,60,1,352000,1,1
8128,4,0,0,4499,10064,1000,180,1,25000,2,1
8129,5,1,1,12392,11188,138000,60,0,342000,1,0
8130,5,0,0,12179,16625,33000,120,1,104000,1,0
8131,1,0,1,11797,13678,80000,180,1,450000,1,1
8132,0,1,1,7255,10445,13000,120,0,288000,0,1
8133,0,1,0,2937,2452,52000,60,0,185000,0,0
8134,2,1,1,6522,3716,118000,180,1,264000,2,1
8135,1,1,1,7501,6381,63000,180,1,326000,1,1
8136,3,0,0,186,1806,54000,240,0,452000,0,0
8137,5,0,1,12132,6732,110000,60,0,300000,0,0
8138,5,0,0,731,8877,71000,120,0,285000,1,0
8139,4,0,0,11826,8134,68000,180,1,79000,1,0
8140,2,1,1,16683,5962,66000,60,0,368000,0,1
8141,1,1,0,1265,13312,34000,120,1,356000,0,1
8142,4,1,0,9574,10143,59000,120,1,74000,0,0
8143,3,1,1,13346,1414,15000,180,1,105000,0,1
8144,1,1,1,5754,7055,24000,240,1,34000,0,1
8145,3,1,1,11536,5219,44000,180,0,443000,0,0
8146,2,1,1,13,5374,107000,120,0,260000,2,1
8147,3,0,1,13179,4077,3000,180,1,279000,1,1
8148,2,1,0,14621,9758,83000,120,0,93000,1,1
8149,0,0,1,14195,10048,139000,180,0,443000,0,0
8150,0,1,0,1384,14951,123000,240,1,79000,0,1
8151,3,0,0,2946,12109,101000,180,1,358000,0,0
8152,5,0,0,2637,3051,26000,120,1,4000,1,0
8153,1,0,0,6927,4020,94000,180,0,490000,1,0
8154,2,1,0,8593,4936,48000,60,0,334000,1,1
8155,1,0,1,1279,19024,102000,240,0,32000,0,0
8156,2,1,1,15462,13406,138000,120,0,301000,2,1
8157,1,1,1,16030,8849,8000,180,0,300000,1,1
8158,3,1,1,3881,19651,9000,60,0,39000,0,0
8159,2,1,1,8895,1711,5000,60,0,378000,2,1
8160,2,0,0,5482,6133,9000,120,1,190000,2,1
8161,2,0,0,4384,2301,95000,60,1,168000,0,1
8162,1,0,0,977,11343,87000,120,0,148000,1,0
8163,2,1,0,529,795,40000,120,0,406000,1,1
8164,3,1,1,1406,1215,34000,60,1,468000,1,1
8165,1,0,0,12885,8784,147000,240,1,147000,1,1
8166,2,1,1,13361,15415,30000,180,1,321000,1,1
8167,4,0,0,19273,12536,121000,180,1,169000,2,1
8168,1,1,0,2412,15618,94000,180,1,303000,2,1
8169,4,0,0,11077,1498,20000,180,1,235000,2,1
8170,1,1,0,10005,1049,52000,240,1,71000,0,1
8171,1,0,0,12864,10141,88000,180,0,234000,0,0
8172,4,0,0,4863,1782,140000,240,0,119000,1,0
8173,2,0,0,14008,12283,116000,120,1,53000,0,1
8174,4,0,1,4587,1864,13000,120,0,458000,1,0
8175,3,0,0,1746,6006,16000,60,1,285000,0,0
8176,3,0,1,4650,12584,137000,180,0,70000,1,0
8177,3,1,0,6591,9193,66000,60,1,189000,0,0
8178,1,0,1,3270,9195,91000,60,0,36000,1,1
8179,4,0,0,1855,11842,14000,240,1,253000,1,0
8180,2,0,0,15938,11864,115000,60,0,343000,0,0
8181,5,0,0,3113,14542,79000,120,0,256000,2,0
8182,2,0,0,3806,9244,123000,60,0,92000,2,1
8183,4,1,0,5963,10805,138000,120,1,147000,0,0
8184,5,1,1,5087,3740,24000,240,1,61000,1,1
8185,3,0,1,12558,10663,59000,240,1,209000,1,1
8186,5,1,0,430,6250,80000,240,0,324000,0,0
8187,1,0,1,9565,7958,39000,120,0,497000,0,0
8188,2,1,1,15903,15163,57000,240,0,6000,1,1
8189,5,0,0,8008,614,96000,240,1,193000,2,1
8190,5,0,0,9461,18903,117000,120,0,380000,1,0
8191,2,1,0,3812,1218,135000,240,0,219000,0,0
8192,2,1,1,675,4050,40000,60,0,289000,1,1
8193,3,0,1,11220,9361,144000,120,0,409000,0,0
8194,0,1,0,2389,2331,75000,180,0,45000,1,1
8195,3,0,1,7885,3848,126000,180,0,289000,2,0
8196,2,1,1,17456,2802,34000,180,1,424000,1,1
8197,1,1,0,6390,3744,118000,240,1,160000,1,1
8198,5,1,1,19671,16543,128000,60,1,314000,0,1
8199,5,1,1,4590,14219,28000,60,0,224000,0,0
8200,3,1,1,18223,16768,104000,120,1,495000,2,1
8201,4,0,0,16754,16323,116000,120,1,10000,2,1
8202,1,1,0,6469,3842,116000,60,1,42000,2,1
8203,2,1,0,2623,10339,33000,120,0,176000,0,0
8204,2,1,1,1582,8275,5000,120,1,383000,2,1
8205,0,0,0,8244,2458,59000,180,0,418000,0,0
8206,1,0,0,1870,14391,123000,120,1,400000,2,1
8207,0,1,0,8027,7804,81000,120,0,384000,0,0
8208,3,0,1,5725,16058,12000,240,1,127000,2,1
8209,2,1,1,10441,3419,32000,240,1,125000,0,1
8210,5,1,1,12198,1189,119000,180,0,450000,2,1
8211,4,0,0,3139,11446,31000,180,0,258000,1,0
8212,1,1,1,7185,16852,57000,60,1,347000,1,1
8213,2,1,0,8867,11664,31000,60,0,441000,1,1
8214,2,0,1,15203,4454,141000,60,0,331000,0,0
8215,0,1,0,6683,12547,4000,240,1,143000,2,1
8216,3,0,0,292,3638,116000,240,0,287000,2,0
8217,5,1,1,13689,11062,59000,180,0,399000,0,0
8218,3,1,0,3713,7561,36000,240,0,292000,1,0
8219,2,0,1,15372,4844,63000,180,1,208000,2,1
8220,2,0,0,4115,2665,82000,60,0,173000,2,1
8221,0,1,0,4037,1438,108000,240,0,162000,2,1
8222,5,0,0,18015,689,93000,240,0,271000,0,0
8223,1,1,1,2816,6540,74000,120,1,100000,0,1
8224,0,0,0,2879,9257,69000,60,0,441000,2,1
8225,4,1,1,4901,1456,49000,120,0,61000,0,0
8226,1,0,1,1088,13875,60000,60,1,111000,1,1
8227,0,1,0,11465,7891,62000,240,1,484000,0,1
8228,2,0,0,8333,18118,141000,180,1,54000,2,1
8229,0,1,0,8570,3044,80000,60,1,112000,2,1
8230,3,1,0,3019,3324,54000,180,0,301000,2,0
8231,1,1,1,15867,1413,89000,60,0,461000,2,1
8232,3,0,1,11749,11175,78000,240,1,396000,2,1
8233,4,0,0,10796,13543,59000,240,0,100000,0,0
8234,0,1,1,11659,10952,141000,240,0,263000,2,1
8235,5,0,1,1101,1497,121000,120,0,38000,1,0
8236,0,1,0,2167,16066,135000,240,1,268000,0,1
8237,5,0,1,7652,28,22000,60,1,247000,1,1
8238,2,0,0,1392,4428,145000,180,0,131000,1,0
8239,1,0,1,3164,11738,45000,120,1,391000,1,1
8240,3,1,0,9969,3877,72000,120,1,18000,1,1
8241,3,0,0,8816,17944,98000,180,1,173000,1,0
8242,4,0,1,1356,8301,60000,180,0,8000,1,0
8243,4,0,0,1128,1673,102000,120,1,66000,1,0
8244,2,1,0,2251,1361,47000,120,0,423000,0,0
8245,3,1,1,13698,12548,80000,180,1,345000,1,1
8246,3,0,0,1334,4998,129000,240,1,42000,1,0
8247,2,0,0,18485,9977,110000,180,1,278000,1,1
8248,1,1,0,2267,18554,20000,60,1,475000,0,1
8249,1,1,0,145,2975,131000,180,0,460000,1,1
8250,3,1,0,17099,10758,35000,120,1,225000,0,0
8251,2,0,0,6890,1713,34000,60,1,188000,1,1
8252,2,1,0,10849,264,112000,180,1,333000,2,1
8253,3,0,0,3223,8474,64000,180,0,230000,0,0
8254,1,0,0,19400,2672,71000,240,1,438000,1,1
8255,1,1,1,17846,10798,60000,120,0,164000,2,1
8256,4,1,1,2972,10808,65000,120,1,186000,2,1
8257,5,1,1,12114,9594,112000,120,0,272000,1,0
8258,3,1,0,12593,2809,136000,180,0,278000,0,0
8259,0,1,0,10790,5438,2000,60,0,454000,1,1
8260,5,0,0,3347,13692,65000,60,0,101000,1,0
8261,0,0,1,9859,18778,111000,120,0,240000,0,0
8262,1,1,0,2893,15598,138000,120,1,221000,2,1
8263,4,1,0,14672,7718,140000,180,0,6000,1,0
8264,3,1,1,10734,2839,127000,180,1,490000,2,1
8265,3,0,0,3986,19110,142000,180,0,329000,2,0
8266,0,1,1,5192,5228,117000,180,0,108000,0,1
8267,1,1,0,6380,16605,90000,180,0,262000,2,1
8268,4,0,0,14490,4930,54000,180,0,266000,2,0
8269,1,0,1,12295,10337,63000,120,1,22000,1,1
8270,0,1,1,1200,19525,87000,240,0,72000,2,1
8271,2,0,0,18357,6351,20000,60,0,336000,1,0
8272,5,1,1,10920,522,21000,60,0,473000,2,1
8273,0,1,0,3827,6432,140000,60,1,172000,0,1
8274,4,1,0,12760,8321,19000,60,0,140000,1,0
8275,4,1,0,10765,3227,9000,120,0,370000,0,0
8276,0,0,0,11406,111,122000,180,1,9000,1,1
8277,1,0,0,7301,4716,97500,180,1,361000,0,1
8278,3,1,0,4344,4443,73000,120,1,127000,1,1
8279,2,1,0,5590,12118,2000,60,1,101000,1,1
8280,3,0,1,12485,6214,89000,240,1,336000,0,0
8281,3,0,0,10901,7780,143000,180,0,177000,1,0
8282,4,1,0,13930,14112,24000,240,0,460000,1,0
8283,2,0,0,3161,1445,97000,240,0,374000,0,0
8284,5,1,0,12169,10392,77000,120,1,170000,0,0
8285,1,1,1,13821,16953,114000,180,1,269000,2,1
8286,1,1,0,12623,7828,83000,240,1,227000,2,1
8287,3,0,0,2755,5190,123000,60,1,171000,1,0
8288,2,0,0,988,1377,138000,60,0,412000,2,1
8289,2,1,1,3163,10096,98000,60,0,39000,2,1
8290,2,0,0,14344,653,53000,120,0,167000,1,0
8291,2,1,0,8995,1544,39000,120,1,351000,0,1
8292,2,1,1,8196,5203,86000,240,1,230000,0,1
8293,4,0,0,8144,13892,109000,60,0,163000,0,0
8294,3,1,0,9630,2357,105000,120,0,399000,1,0
8295,0,1,1,6190,12047,119000,240,0,330000,0,1
8296,1,1,1,6536,3216,107000,240,0,414000,2,1
8297,1,1,1,5188,2593,79000,180,0,441000,1,1
8298,1,0,0,1371,13132,87000,180,0,179000,0,0
8299,0,1,1,5691,1201,23000,240,0,446000,2,1
8300,4,0,1,1111,11027,88000,240,0,450000,2,0
8301,0,1,1,11392,11274,110000,240,0,41000,1,1
8302,5,0,1,8494,16388,6000,120,0,257000,1,0
8303,5,1,0,17351,16572,128000,60,1,441000,0,0
8304,5,0,0,9569,19624,51000,180,0,306000,1,0
8305,0,0,1,13970,11699,97000,240,1,42000,2,1
8306,2,1,0,13738,15427,99000,60,0,318000,1,1
8307,2,0,0,10610,9357,101000,120,0,245000,0,0
8308,1,0,1,10236,4206,51000,120,0,156000,2,1
8309,3,1,0,4684,17608,13000,180,0,299000,0,0
8310,4,1,1,8296,1669,76000,240,0,65000,1,0
8311,2,0,1,14144,11610,11000,60,1,6000,0,1
8312,3,1,0,12192,732,107000,120,0,126000,1,0
8313,5,0,0,3013,3237,65000,120,1,217000,0,0
8314,4,0,1,11168,12279,39000,240,1,251000,0,0
8315,1,1,1,19609,17769,43000,60,0,251000,0,1
